	grid_num	northeast	southwest	raw_data	keywords	addresses	landmarks	subregion	streets
64	65	(47.699853858633006, 9.272185810398858)	(47.69715557010373, 9.268187207757933)	[{'AddressNumber': '8', 'Country': 'DEU', 'Geometry': {'Point': [9.27199, 47.69756]}, 'Interpolated': False, 'Label': 'Schönblick, Von-Laßberg-Straße 8, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Von-Laßberg -Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Hotel'}, {'AddressNumber': '1', 'Country': 'DEU', 'Geometry': {'Point': [9.27106, 47.69814]}, 'Interpolated': False, 'Label': 'Haus Säntisblick, Von-Laßberg-Straße 1, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Von-Laßberg -Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Hotel'}, {'AddressNumber': '8', 'Country': 'DEU', 'Geometry': {'Point': [9.27199, 47.69756]}, 'Interpolated': False, 'Label': 'Schönblick, Von-Laßberg-Straße 8, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Von-Laßberg -Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Lodging'}, {'AddressNumber': '1', 'Country': 'DEU', 'Geometry': {'Point': [9.27106, 47.69814]}, 'Interpolated': False, 'Label': 'Haus Säntisblick, Von-Laßberg-Straße 1, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Von-Laßberg -Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Lodging'}, {'AddressNumber': '14', 'Country': 'DEU', 'Geometry': {'Point': [9.27109, 47.69716]}, 'Interpolated': False, 'Label': 'Elena Benfer, Daisendorfer Straße 14, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Daisendorfer Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Medical Clinic'}, {'AddressNumber': '26', 'Country': 'DEU', 'Geometry': {'Point': [9.27073, 47.69903]}, 'Interpolated': False, 'Label': 'Polizeiposten Meersburg, Daisendorfer Straße 26, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Daisendorfer Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Police Station'}]	['Hotel', 'Lodging', 'Medical Clinic', 'Police Station']	['Von-Laßberg-Straße 8, 88709, Meersburg, Baden-Württemberg, DEU', 'Von-Laßberg-Straße 1, 88709, Meersburg, Baden-Württemberg, DEU', 'Daisendorfer Straße 14, 88709, Meersburg, Baden-Württemberg, DEU', 'Daisendorfer Straße 26, 88709, Meersburg, Baden-Württemberg, DEU']	['Schönblick', 'Haus Säntisblick', 'Elena Benfer', 'Polizeiposten Meersburg']	['Bodenseekreis']	['Von-Laßberg-Straße', 'DaisendorferStraße']
65	66	(47.699853789023656, 9.276182762985272)	(47.69715550050091, 9.272183954125191)	[{'AddressNumber': '9', 'Country': 'DEU', 'Geometry': {'Point': [9.27509, 47.69803]}, 'Interpolated': False, 'Label': 'Ferienwohnung di Benedetto, Dornerweg 9, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Dorner weg', 'SubRegion': 'Bodenseekreis', 'Category': 'Hotel'}, {'AddressNumber': '9', 'Country': 'DEU', 'Geometry': {'Point': [9.27509, 47.69803]}, 'Interpolated': False, 'Label': 'Ferienwohnung di Benedetto, Dornerweg 9, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Dorner weg', 'SubRegion': 'Bodenseekreis', 'Category': 'Lodging'}]	['Hotel', 'Lodging']	['Dornerweg 9, 88709, Meersburg, Baden-Württemberg, DEU']	['Ferienwohnung di Benedetto']	['Bodenseekreis']	['Dornerweg']
66	67	(47.6998537194143, 9.280179715566366)	(47.69715543089809, 9.276180700487132)	[{'AddressNumber': '2', 'Country': 'DEU', 'Geometry': {'Point': [9.27828, 47.69944]}, 'Interpolated': False, 'Label': 'Haus Boppenmaier, Hechtweg 2, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Hecht weg', 'SubRegion': 'Bodenseekreis', 'Category': 'Hotel'}, {'AddressNumber': '2', 'Country': 'DEU', 'Geometry': {'Point': [9.27828, 47.69944]}, 'Interpolated': False, 'Label': 'Haus Boppenmaier, Hechtweg 2, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Hecht weg', 'SubRegion': 'Bodenseekreis', 'Category': 'Lodging'}]	['Hotel', 'Lodging']	['Hechtweg 2, 88709, Meersburg, Baden-Württemberg, DEU']	['Haus Boppenmaier']	['Bodenseekreis']	['Hechtweg']
67	68	(47.69985364980494, 9.28417666814214)	(47.69715536129527, 9.280177446843751)	[]	[]	[]	[]	[]	[]
68	69	(47.69985358019559, 9.288173620712593)	(47.69715529169246, 9.284174193195053)	[{'AddressNumber': '16', 'Country': 'DEU', 'Geometry': {'Point': [9.2854, 47.69843]}, 'Interpolated': False, 'Label': 'Pulverbeschichtung Raible, Torenstraße 16, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Toren straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Car Repair'}, {'AddressNumber': '19', 'Country': 'DEU', 'Geometry': {'Point': [9.2842, 47.69891]}, 'Interpolated': False, 'Label': 'Geiger Erich, Torenstraße 19, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Toren straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Grocery'}, {'AddressNumber': '12', 'Country': 'DEU', 'Geometry': {'Point': [9.28596, 47.69785]}, 'Interpolated': False, 'Label': 'Dr. med. Peter Marcinowski, Torenstraße 12, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Toren straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Medical Clinic'}, {'AddressNumber': '12', 'Country': 'DEU', 'Geometry': {'Point': [9.28596, 47.69785]}, 'Interpolated': False, 'Label': 'Therapiezentrum Grabe, Torenstraße 12, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Toren straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Medical Clinic'}, {'AddressNumber': '13', 'Country': 'DEU', 'Geometry': {'Point': [9.28493, 47.69809]}, 'Interpolated': False, 'Label': 'Weinhaus Hanser, Torenstraße 13, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Toren straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Restaurant'}]	['Car Repair', 'Grocery', 'Medical Clinic', 'Restaurant']	['Torenstraße 16, 88709, Meersburg, Baden-Württemberg, DEU', 'Torenstraße 19, 88709, Meersburg, Baden-Württemberg, DEU', 'Torenstraße 12, 88709, Meersburg, Baden-Württemberg, DEU', 'Torenstraße 13, 88709, Meersburg, Baden-Württemberg, DEU']	['Pulverbeschichtung Raible', 'Geiger Erich', 'Dr. med. Peter Marcinowski', 'Therapiezentrum Grabe', 'Weinhaus Hanser']	['Bodenseekreis']	['Torenstraße']
69	70	(47.69985351058623, 9.292170573277726)	(47.69715522208965, 9.288170939541036)	[]	[]	[]	[]	[]	[]
70	71	(47.69985344097688, 9.296167525837538)	(47.697155152486836, 9.292167685881699)	[]	[]	[]	[]	[]	[]
71	72	(47.69985337136753, 9.300164478392029)	(47.697155082884024, 9.296164432217044)	[]	[]	[]	[]	[]	[]
72	73	(47.69985330175818, 9.3041614309412)	(47.69715501328121, 9.300161178547068)	[]	[]	[]	[]	[]	[]
73	74	(47.69985323214882, 9.30815838348505)	(47.6971549436784, 9.304157924871774)	[]	[]	[]	[]	[]	[]
74	75	(47.69985316253946, 9.312155336023581)	(47.697154874075586, 9.308154671191161)	[]	[]	[]	[]	[]	[]
75	76	(47.69715591815068, 9.256198)	(47.69445762832022, 9.252200222235707)	[]	[]	[]	[]	[]	[]
76	77	(47.697155848547865, 9.260194746393855)	(47.694457558723954, 9.256196762440517)	[]	[]	[]	[]	[]	[]
77	78	(47.697155778945046, 9.264191492782393)	(47.69445748912768, 9.260193302640008)	[{'AddressNumber': '10', 'Country': 'DEU', 'Geometry': {'Point': [9.26287, 47.69686]}, 'Interpolated': False, 'Label': 'Fischerhaus, Unteruhldinger Straße 10, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Unteruhldinger Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Hotel'}, {'AddressNumber': '10', 'Country': 'DEU', 'Geometry': {'Point': [9.26287, 47.69686]}, 'Interpolated': False, 'Label': 'Fischerhaus, Unteruhldinger Straße 10, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Unteruhldinger Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Lodging'}]	['Hotel', 'Lodging']	['Unteruhldinger Straße 10, 88709, Meersburg, Baden-Württemberg, DEU']	['Fischerhaus']	['Bodenseekreis']	['UnteruhldingerStraße']
78	79	(47.697155709342226, 9.268188239165612)	(47.694457419531396, 9.264189842834183)	[{'Country': 'DEU', 'Geometry': {'Point': [9.26523, 47.69493]}, 'Interpolated': False, 'Label': 'Bankhaus August Lenz, Unteruhldinger Straße, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Unteruhldinger Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'ATM'}, {'Country': 'DEU', 'Geometry': {'Point': [9.26479, 47.69529]}, 'Interpolated': False, 'Label': 'Im Weinberg, Unteruhldinger Straße, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Unteruhldinger Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Parking'}, {'Country': 'DEU', 'Geometry': {'Point': [9.26491, 47.69523]}, 'Interpolated': False, 'Label': 'Im Weinberg, Unteruhldinger Straße, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Unteruhldinger Straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Parking'}, {'Country': 'DEU', 'Geometry': {'Point': [9.26811, 47.697]}, 'Interpolated': False, 'Label': 'Schützenstraße, 88709, Meersburg, Baden-Württemberg, DEU', 'Municipality': 'Meersburg', 'PostalCode': '88709', 'Region': 'Baden-Württemberg', 'Street': 'Schützen straße', 'SubRegion': 'Bodenseekreis', 'Category': 'Parking'}]	['ATM', 'Parking']	['Unteruhldinger Straße, 88709, Meersburg, Baden-Württemberg, DEU', '88709, Meersburg, Baden-Württemberg, DEU']	['Bankhaus August Lenz', 'Im Weinberg', 'Schützenstraße']	['Bodenseekreis']	['UnteruhldingerStraße', 'Schützenstraße']
